ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6
20976,460000,1,1,2,39,0,0,0,0,0,0,290372,287696,197014,179698,167727,136894
20977,240000,1,5,1,40,0,0,0,0,0,0,19295,2054,6984,0,0,0
20978,30000,1,2,2,44,2,0,0,0,0,0,17766,18771,19965,20865,23465,24465
20979,50000,1,2,1,41,0,0,0,0,0,0,43607,45375,46836,48635,19373,20129
20980,120000,1,2,1,41,0,0,0,0,0,0,0,0,0,0,0,0
20981,120000,1,2,2,32,0,0,0,0,0,0,114476,113995,116574,117041,50980,51285
20982,230000,1,1,2,40,0,0,0,0,0,0,6514,7882,162,0,0,0
20983,80000,1,1,2,39,0,0,0,0,0,0,48491,55637,60163,0,780,390
20984,20000,1,2,2,34,2,2,2,0,0,0,17497,20690,20075,19492,19859,19232
20985,360000,1,2,1,33,0,0,0,0,0,0,15299,44439,22637,101497,68960,28399
20986,5.00E+05,1,1,1,30,0,0,0,0,0,0,74797,75753,78031,78946,76689,77968
20987,30000,1,2,1,45,1,2,2,2,2,2,14728,15777,17224,18241,18446,18009
20988,170000,1,1,2,29,0,2,0,2,0,0,14479,27045,19041,12769,6283,3093
20989,240000,1,2,2,41,0,0,0,0,0,0,226047,230787,236518,232756,214781,219313
20990,230000,1,1,1,40,0,0,0,0,0,0,169,2008,3587,2663,2660,2997
20991,180000,1,1,2,31,1,2,2,2,2,2,172505,166692,176869,347813,171041,181637
20992,210000,1,3,1,38,2,2,2,2,2,2,122157,130309,116004,78564,37154,0
20993,460000,1,1,2,44,2,2,2,2,2,2,282944,288729,295114,299739,304319,299400
20994,2.00E+05,1,1,1,47,1,2,2,0,0,0,198663,201996,194396,166515,163673,145683
20995,80000,1,2,1,40,0,0,0,0,0,0,71578,71896,73744,73572,73025,73087
20996,50000,1,2,1,49,1,2,2,0,0,0,50435,50936,49463,50046,19858,19278
20997,230000,1,2,2,38,2,2,2,2,2,0,177917,181465,185074,187053,176805,180826
20998,80000,1,2,1,38,0,0,0,0,0,0,40356,25023,16392,7467,6727,994
20999,2.00E+05,1,2,1,32,0,0,0,0,0,0,80,89691,91517,72739,389,389
21000,50000,1,3,1,40,0,0,0,0,0,0,1261,2522,170,1261,390,390
21001,30000,1,2,1,36,1,0,0,0,0,0,0,780,0,1170,780,0
21002,280000,1,3,1,40,2,0,0,0,0,0,178220,184848,188411,191291,189029,192023
21003,260000,1,2,1,37,0,0,0,0,0,0,128602,118109,21557,23186,14117,15797
21004,2.00E+05,1,2,2,32,2,0,0,0,0,0,160106,162743,81890,0,0,0
21005,80000,1,2,2,32,2,0,0,0,0,2,79237,65301,67253,67352,74448,72928
21006,2.00E+05,1,1,2,45,0,0,0,0,0,0,14027,16016,16905,11791,7983,6327
21007,20000,1,5,1,28,0,0,0,0,0,0,9278,10400,0,0,0,0
21008,2.00E+05,1,2,1,47,0,0,0,0,0,0,42114,227075,217016,200316,169815,88071
21009,60000,1,3,2,41,0,0,0,0,0,0,866,29123,26766,0,6398,5556
21010,50000,1,2,1,38,0,0,0,0,0,0,46509,47072,47637,44429,27279,27318
21011,50000,1,2,1,42,0,0,0,0,0,0,1345,1545,0,18394,18760,19166
21012,50000,1,2,2,41,0,0,0,0,0,0,50516,44187,20314,19707,19566,19916
21013,2.00E+05,1,3,2,43,3,2,2,2,2,2,2500,2500,2500,2500,2500,2500
21014,130000,1,3,2,38,2,2,0,0,0,0,114726,107602,106907,94152,96365,97413
21015,130000,1,2,2,41,0,0,0,0,0,0,131762,106130,66523,55678,20290,14802
21016,50000,1,2,2,32,0,2,2,0,0,0,780,390,0,780,0,0
21017,160000,1,1,2,33,2,2,2,0,0,0,146129,158066,156898,154725,115841,111615
21018,50000,1,2,2,32,1,2,2,0,0,0,48793,50194,49101,47549,48817,45928
21019,10000,1,2,2,46,0,0,0,0,0,0,8866,9844,9319,18202,9287,0
21020,2.00E+05,1,2,2,35,0,0,0,0,0,0,87750,89618,91499,93317,96110,98906
21021,360000,1,1,2,38,0,0,0,0,0,0,12325,14118,38645,5235,4710,6392
21022,230000,1,1,1,37,0,0,0,0,0,0,1464,1742,3267,800,2458,1880
21023,2.00E+05,1,1,2,34,0,0,0,0,0,0,3253,3969,0,2315,4255,2010
21024,50000,1,3,1,43,0,0,0,0,0,0,27620,28923,29955,30666,31275,31940
21025,90000,1,2,1,34,0,0,0,0,0,0,106053,101023,97045,102372,100794,98277
21026,270000,1,1,2,36,0,0,0,0,0,0,11464,1879,6896,8583,880,4861
21027,50000,1,2,1,41,0,0,0,0,0,0,49999,51043,51400,0,0,0
21028,50000,1,2,1,39,2,3,2,0,0,0,17150,16582,17014,17721,18184,20008
21029,20000,1,2,1,39,0,0,0,0,0,0,16621,7309,17120,18130,18491,18893
21030,50000,1,3,1,35,0,0,0,0,0,0,50500,50181,49630,50153,30914,29200
21031,390000,1,2,1,39,0,2,0,0,0,0,7831,3844,5797,7657,4086,5795
21032,50000,1,2,2,36,4,3,2,0,0,0,51689,50567,48454,49843,51355,29276
21033,160000,1,3,2,38,1,0,0,0,0,0,0,0,0,700,700,0
21034,20000,1,2,1,36,3,2,2,2,2,2,17500,16926,19260,18653,20041,19582
21035,230000,1,2,2,36,0,0,0,0,0,0,3245,1855,2577,8001,2970,0
21036,50000,1,1,2,46,0,0,0,0,0,0,49386,49487,50401,49148,30036,29873
21037,50000,1,3,2,40,0,0,0,0,2,2,55397,55877,57335,59595,55949,51225
21038,80000,1,3,1,37,0,0,0,0,0,0,51925,51544,49430,46864,46473,48191
21039,240000,1,2,1,42,0,0,0,0,0,0,795,1916,1530,2961,5962,7336
21040,90000,1,3,1,39,0,0,0,0,0,0,93757,91359,88616,56887,46700,47272
21041,260000,1,3,1,44,0,0,0,0,0,0,250416,257987,260104,253488,145630,148720
21042,50000,1,2,2,47,0,0,0,0,0,0,48017,47913,49225,18858,19166,19834
21043,350000,1,1,1,41,0,0,0,0,0,0,24297,25299,26329,27343,27886,28470
21044,20000,1,2,2,42,0,0,0,0,0,0,15717,16724,18051,18759,19132,19684
21045,110000,1,3,1,41,0,0,0,0,0,0,53497,51110,48995,46772,33220,31858
21046,80000,1,3,1,34,0,0,0,0,0,0,5173,10809,8673,11590,5973,5878
21047,230000,1,2,1,34,1,0,0,2,2,0,0,0,33,33,33,1133
21048,370000,1,2,2,39,0,0,0,0,0,0,377259,310284,278781,256794,156583,17909
21049,1.00E+05,1,2,1,38,0,0,0,2,0,0,7798,864,3302,2430,805,3415
21050,490000,1,2,2,35,2,2,0,0,0,0,427020,370428,337432,286247,256618,188154
21051,50000,1,2,2,42,2,2,2,2,0,0,22591,21523,24538,22402,9528,8447
21052,2.00E+05,1,3,2,41,0,0,0,0,0,0,20950,182,3150,0,0,0
21053,70000,1,2,1,37,2,2,2,2,2,2,60514,61923,62740,63090,64470,65828
21054,210000,1,2,1,38,0,0,0,0,0,0,326,0,2684,0,10652,326
21055,50000,1,3,2,33,0,0,0,0,0,0,47834,47821,48442,42550,16324,17556
21056,50000,1,3,2,34,0,0,0,0,0,0,49454,49157,49773,48398,32584,33322
21057,1.00E+05,1,1,2,34,0,0,2,2,2,2,18185,24932,24246,26839,26109,27686
21058,160000,1,2,2,38,4,3,2,2,3,2,99340,96860,99911,103928,101540,99587
21059,30000,1,2,1,32,0,0,0,0,0,0,5066,6367,2109,5930,4192,0
21060,220000,1,1,2,34,0,0,2,2,0,0,170352,182711,183825,142216,118269,14960
21061,150000,1,3,2,29,0,0,2,0,0,0,820,3191,1965,1300,936,901
21062,3.00E+05,1,2,2,31,0,0,0,0,0,0,281829,285038,291480,298378,131103,128742
21063,390000,1,2,1,36,1,0,0,0,0,0,0,0,0,0,0,0
21064,180000,1,1,1,36,0,0,0,0,0,0,170619,172057,177813,178907,139825,118621
21065,3.00E+05,1,1,2,40,1,0,0,0,0,0,0,0,0,0,0,0
21066,150000,1,1,1,37,0,0,0,0,0,2,112695,97907,100826,103297,111784,108887
21067,80000,1,2,1,36,0,0,0,0,0,0,77870,79472,81757,77200,77669,79667
21068,250000,1,2,2,31,1,0,0,0,0,0,0,0,0,0,0,1026
21069,350000,1,1,1,37,0,0,0,0,0,0,916,1123,604,4523,617,1902
21070,380000,1,1,1,40,0,0,0,0,0,0,231759,233357,236292,237176,236379,239221
21071,450000,1,1,2,34,0,0,0,0,0,0,583,0,2312,192,1630,14099
21072,340000,1,1,2,35,0,0,0,0,0,0,62896,16480,27050,29103,58997,12518
21073,70000,1,2,1,44,0,0,0,0,0,0,14202,15149,15481,15266,13489,11837
21074,320000,1,2,1,37,0,0,0,0,0,0,367670,374631,348144,311004,254598,227869
21075,180000,1,1,1,48,0,0,0,0,0,0,325,1260,325,1000,1100,1100
21076,360000,1,1,1,43,0,0,0,0,0,0,38324,3374,3620,0,0,0
21077,230000,1,1,1,46,1,2,2,2,2,2,189724,193112,197039,200300,203018,199689
21078,280000,1,1,2,36,1,2,0,0,0,0,314318,307569,286773,275447,245409,211351
21079,50000,1,2,2,34,0,0,2,0,0,0,46413,50056,49072,49724,19801,14301
21080,260000,1,2,1,34,0,0,0,0,0,0,186189,176135,130369,68014,68529,69741
21081,230000,1,2,2,41,0,0,0,0,0,0,23216,25548,23769,17270,13903,1953
21082,240000,1,1,2,41,0,0,0,0,0,0,0,63435,697,0,635,1269
21083,140000,1,1,1,44,0,0,0,2,0,0,90547,92536,96535,98041,100504,103874
21084,360000,1,1,1,43,0,0,0,0,0,0,30769,13532,840,68110,55905,42239
21085,320000,1,1,1,44,0,0,0,0,0,0,1329,4526,11906,14202,6956,4839
21086,310000,1,1,1,36,0,0,0,0,0,0,8517,6734,6031,14884,5467,12510
21087,60000,1,2,2,42,0,0,0,0,0,0,78291,70154,69940,60170,29261,30233
21088,380000,1,2,1,38,0,0,0,0,0,0,365427,363267,372261,375423,359527,361201
21089,40000,1,5,2,37,0,0,0,0,0,0,36712,37403,18688,0,32760,12500
21090,150000,1,2,1,40,0,0,0,0,0,0,74985,76745,19472,20650,0,0
21091,360000,1,3,2,40,0,0,0,0,0,0,2569,316,4919,5559,5353,5401
21092,2.00E+05,1,1,1,36,0,0,0,0,0,0,4585,33282,16175,104872,22897,29339
21093,260000,1,5,1,42,0,0,0,0,0,0,204017,182048,63074,262317,201344,191829
21094,430000,1,3,2,38,0,0,0,0,0,0,37693,3390,5930,33736,23558,8118
21095,2.00E+05,1,2,1,36,0,0,0,0,0,0,5440,7268,0,0,42362,43094
21096,380000,1,1,1,40,0,0,2,0,0,0,95972,123558,114785,161444,163071,160076
21097,110000,1,2,2,37,0,0,0,0,0,0,112091,112380,86544,77131,60895,60936
21098,2.00E+05,1,1,1,42,2,2,2,2,2,2,168289,172001,175281,177895,180078,184048
21099,270000,1,1,2,34,1,2,0,0,2,0,20979,17228,20924,22448,15490,17343
21100,120000,1,1,1,31,0,0,0,0,0,0,1216,416,416,416,416,416
21101,420000,1,1,1,47,0,0,0,0,0,0,54799,53507,54678,55403,56260,57598
21102,20000,1,3,2,34,0,0,2,0,0,0,6569,6939,4679,2960,0,0
21103,2.00E+05,1,2,2,40,1,2,2,0,0,0,193773,196323,181932,132127,132245,138104
21104,80000,1,2,1,45,0,0,0,0,0,0,34905,35923,37339,38419,39316,35902
21105,270000,1,2,2,45,1,0,0,0,0,0,0,0,7304,3076,0,16191
21106,30000,1,2,1,45,3,2,2,2,0,0,12751,12256,15002,13914,11093,9508
21107,80000,1,3,1,45,0,0,0,0,0,0,55385,52801,50209,43323,40275,38690
21108,30000,1,2,1,39,2,0,0,0,0,2,18557,19643,20721,21867,24291,23766
21109,20000,1,1,1,36,0,0,0,0,0,0,18958,19427,19021,19449,19162,0
21110,20000,1,2,1,33,2,0,0,0,0,0,17999,19090,19472,18629,12683,0
21111,320000,1,2,1,35,0,0,0,0,0,0,274599,280021,286011,292636,298492,200098
21112,120000,1,3,1,36,0,0,0,0,0,0,326,326,326,326,326,652
21113,290000,1,2,1,38,1,2,0,0,0,0,296437,192441,194158,197590,187134,180887
21114,380000,1,2,1,39,0,0,0,0,0,0,3074,0,0,0,0,0
21115,480000,1,1,1,49,0,0,0,0,0,0,376186,389822,401982,410694,407436,407809
21116,350000,1,2,2,47,0,0,0,0,0,0,190211,191582,163154,299409,250584,249412
21117,220000,1,1,2,36,0,2,0,0,0,0,792,396,396,396,396,546
21118,360000,1,1,1,44,0,0,0,0,0,0,188,1610,1088,7870,5988,342
21119,420000,1,2,1,39,0,0,0,0,0,0,22219,22423,4889,14373,12881,3690
21120,160000,1,1,1,40,0,0,2,2,0,2,4024,6484,3503,0,3757,3286
21121,30000,1,1,2,47,2,2,0,0,0,2,26413,25690,26719,27774,28809,30399
21122,170000,1,2,2,31,0,0,0,0,0,0,8024,9338,11673,12770,12971,13312
21123,710000,1,2,1,38,0,0,0,0,0,0,67061,64374,62858,69207,73333,121892
21124,350000,1,2,2,34,0,0,0,0,0,0,2184,1445,2424,4582,5600,2927
21125,230000,1,2,1,36,0,0,0,0,0,0,4761,5786,7676,9877,10181,12472
21126,30000,1,2,3,40,2,0,0,0,0,2,2922,3869,4890,5975,6474,6225
21127,360000,1,1,1,38,0,0,0,0,0,0,475,0,4993,498,0,0
21128,5.00E+05,1,1,1,41,0,0,2,2,0,2,390,780,390,0,3280,2500
21129,380000,1,1,1,34,0,0,0,0,0,0,124486,106065,97979,100599,81087,82793
21130,240000,1,2,1,37,1,2,0,0,0,0,211808,208892,213637,216754,219276,223920
21131,1.00E+05,1,1,2,41,0,0,0,0,0,0,31452,32453,33490,34926,35771,36366
21132,2.00E+05,1,2,2,38,0,0,0,0,0,0,176579,180233,184262,178674,181318,179477
21133,5.00E+05,1,1,2,35,0,0,0,0,0,0,5925,11175,21176,5086,9552,14389
21134,220000,1,3,1,48,0,0,0,0,0,0,0,0,2128,4071,5640,7078
21135,640000,1,1,2,33,0,0,0,0,0,0,21189,4242,32110,62649,63218,53151
21136,340000,1,3,2,34,0,0,0,0,0,0,334628,328749,285399,248984,251047,255303
21137,4.00E+05,1,1,2,48,0,0,0,0,0,0,112789,115910,120657,122338,124145,113477
21138,2.00E+05,1,1,1,39,0,0,0,0,0,0,8852,3103,2005,15776,2696,6147
21139,20000,1,2,1,41,0,0,0,0,0,0,9632,10676,13702,14713,15068,15425
21140,210000,1,1,1,35,0,0,0,0,0,0,205,0,775,0,0,635
21141,280000,1,3,2,35,0,0,0,0,0,0,275659,265870,269140,272665,159017,88321
21142,150000,1,2,2,36,0,0,0,0,0,0,149931,152915,149867,144731,147661,149949
21143,50000,1,1,2,36,0,0,0,0,0,0,45010,45785,36131,29374,27059,27627
21144,60000,1,2,1,36,0,0,0,0,0,0,37129,37593,37841,38634,28811,28907
21145,60000,1,3,1,36,1,0,0,0,0,0,0,0,0,0,0,0
21146,2.00E+05,1,2,1,45,0,0,0,0,0,0,197600,200378,162374,154234,143953,147834
21147,30000,1,2,2,35,0,0,0,2,2,0,21708,22583,25067,23237,0,0
21148,130000,1,2,1,42,1,0,0,0,0,0,0,0,0,0,0,0
21149,140000,1,2,1,39,0,0,0,0,0,0,136032,139118,134651,135350,129135,132035
21150,280000,1,2,2,39,0,0,0,0,0,0,273651,279296,282851,251648,255697,261691
21151,110000,1,3,2,44,0,0,0,0,0,0,102274,103275,105225,83722,78894,74659
21152,130000,1,1,2,42,0,0,0,0,0,0,836,836,836,836,836,836
21153,110000,1,2,1,48,0,0,0,0,0,0,92806,91217,89757,136859,60276,48652
21154,320000,1,1,1,38,0,0,0,0,0,0,18924,21589,23926,31161,32234,35688
21155,490000,1,1,2,41,0,0,0,0,0,0,345075,354273,57454,59860,29377,30478
21156,360000,1,1,2,45,0,0,0,0,0,0,287,29646,9251,18860,0,0
21157,280000,1,1,1,37,2,0,0,0,0,0,1405,1549,1504,0,0,2949
21158,290000,1,1,1,36,2,0,0,0,0,0,170953,170747,171002,170795,170795,171003
21159,180000,1,2,2,39,0,0,0,0,0,0,119466,120491,124553,127096,128992,131660
21160,150000,1,2,2,36,0,0,0,0,0,0,32263,26283,17897,10945,5174,1910
21161,260000,1,2,1,44,0,0,0,0,0,0,11506,973,1183,2270,0,0
21162,90000,1,3,2,34,0,0,0,0,0,0,74012,76777,78594,39209,40057,40744
21163,20000,1,3,2,35,0,0,0,0,0,0,16958,17028,15421,13895,11592,11433
21164,180000,1,1,2,34,0,0,0,0,0,0,4400,2990,3762,5231,2092,3395
21165,230000,1,2,2,36,0,0,0,0,0,0,182,1407,0,2458,2458,2458
21166,260000,1,1,1,38,3,2,2,0,0,0,2500,2500,0,0,0,0
21167,150000,1,1,2,31,3,2,2,0,0,0,125086,121521,67164,54078,9778,389
21168,480000,1,1,1,44,0,0,0,0,0,0,634,144,213,2133,3086,0
21169,110000,1,2,1,45,0,0,2,0,0,0,112987,110899,111642,109584,50281,49373
21170,150000,1,1,1,49,0,0,0,2,0,0,20604,21614,24535,23778,24255,24630
21171,170000,1,1,2,42,0,0,0,0,0,0,166708,85607,88228,91719,97759,99905
21172,50000,1,2,2,44,0,0,0,0,0,0,49699,49685,28637,38137,27128,29992
21173,4.00E+05,1,5,2,40,0,0,0,0,0,0,178069,181613,186905,188959,183659,96385
21174,430000,1,3,2,47,1,0,0,0,0,0,0,6390,8833,9906,14239,9562
21175,3.00E+05,1,1,1,40,0,0,0,0,0,0,4950,0,0,0,0,0
21176,40000,1,1,1,33,0,0,2,2,2,3,21107,23837,23173,24476,26775,26069
21177,180000,1,2,1,45,0,0,0,0,0,0,130950,119109,119166,121661,122244,119536
21178,3.00E+05,1,3,2,31,0,0,0,0,0,0,80928,82690,84462,86263,87238,89176
21179,20000,1,2,3,49,0,0,0,0,0,0,16336,17354,18376,18253,18458,19197
21180,230000,1,3,2,32,0,0,0,0,0,0,326,326,326,326,677,351
21181,180000,1,1,1,46,0,0,0,0,0,0,178517,130975,135592,107315,56274,57608
21182,50000,1,2,2,36,1,2,2,2,2,2,19649,20526,19909,22096,22438,21941
21183,160000,1,1,1,37,0,0,0,0,0,0,16750,9715,5140,5379,3183,5120
21184,1.00E+05,1,2,2,43,0,0,0,0,0,0,6768,13054,10489,16146,25053,27671
21185,140000,1,2,1,35,0,0,0,0,0,0,135227,134215,102002,101046,98880,96884
21186,70000,1,3,1,30,0,0,0,2,0,0,67730,67021,67328,60962,61146,56066
21187,4.00E+05,1,1,2,32,0,0,0,0,0,0,55773,55917,51389,48272,49478,51242
21188,330000,1,1,1,35,0,0,0,0,0,0,3888,14704,2533,10664,1560,34847
21189,130000,1,2,1,39,0,0,0,0,0,0,103566,105797,102729,104761,87660,92123
21190,410000,1,1,1,46,0,0,0,0,0,0,8756,1237,11912,4922,766,640
21191,350000,1,2,2,36,0,0,0,0,0,0,15061,23719,36582,40452,15203,20596
21192,360000,1,1,2,35,0,0,0,0,0,0,41327,47751,48521,79788,63835,44164
21193,90000,1,2,1,41,0,0,0,0,0,0,188,188,188,1708,1783,3933
21194,1.00E+05,1,2,1,46,0,0,0,0,0,0,390,3505,5695,3480,2949,477
21195,2.00E+05,1,2,2,36,0,0,0,0,0,0,193097,199873,205150,0,0,0
21196,20000,1,2,1,38,0,0,0,0,0,2,5705,6715,7736,8745,9394,9101
21197,230000,1,2,1,35,0,0,0,0,0,0,170413,166858,170323,172136,175550,179291
21198,20000,1,2,1,31,0,0,0,0,0,0,18764,19750,19848,20570,19980,19990
21199,130000,1,2,2,31,3,2,2,3,3,2,300,300,300,300,300,150
21200,150000,1,3,2,32,0,0,0,0,0,0,150201,125858,105266,51456,35288,29818
21201,160000,1,1,2,31,0,0,0,0,0,0,2930,459,2613,22315,26911,35239
21202,20000,1,2,2,30,3,2,3,3,5,4,15556,16987,18406,20795,20175,21265
21203,130000,1,1,2,48,0,0,0,0,0,0,102771,104003,102744,31384,30057,29206
21204,490000,1,1,1,43,2,0,0,0,0,0,3956,3081,0,0,2236,3052
21205,360000,1,1,1,45,0,0,0,0,0,0,2369,1367,8570,5625,3684,2804
21206,150000,1,2,1,40,0,0,0,0,0,0,172935,46462,42407,28265,25402,21514
21207,70000,1,1,1,44,1,2,2,2,0,0,14960,11080,12695,11482,8896,10074
21208,360000,1,2,3,32,0,0,0,0,0,0,10591,0,56337,10959,7056,0
21209,5.00E+05,1,1,1,37,1,0,0,0,0,0,271115,15074,16205,21770,60827,18524
21210,250000,1,2,2,38,0,0,0,0,0,0,2395,29636,23850,8220,0,8420
21211,50000,1,2,2,38,0,0,0,0,0,0,46005,46234,17266,18253,18618,37495
21212,250000,1,2,1,45,0,0,0,0,0,0,142001,135291,138084,100574,40066,38765
21213,20000,1,1,2,40,2,2,2,0,0,2,15563,16995,16433,17443,19254,18804
21214,360000,1,3,2,33,0,0,0,0,0,0,0,0,0,0,0,0
21215,80000,1,2,2,41,0,0,0,0,0,0,80920,80956,73875,75949,44167,45362
21216,140000,1,1,2,44,0,0,0,0,2,0,72763,75064,76892,79522,79623,80895
21217,140000,1,2,2,36,0,0,0,0,0,0,123474,125565,120847,121040,107310,105958
21218,50000,1,2,2,37,2,2,2,2,0,0,72034,75711,75322,71640,71114,67519
21219,160000,1,2,2,34,0,0,0,0,0,0,144953,112501,115108,104295,61950,0
21220,50000,1,2,2,49,0,0,0,0,0,0,41638,28145,24569,26244,11540,13348
21221,2.00E+05,1,2,1,41,2,2,2,2,2,2,1075,11201,1383,976,1126,563
21222,80000,1,1,2,38,1,2,2,2,2,2,67046,68439,69258,70526,71774,70503
21223,140000,1,2,2,33,0,0,0,0,0,0,0,935,1490,0,3938,0
21224,90000,1,2,2,34,0,0,2,0,0,0,77846,50281,14033,12628,20172,73512
21225,40000,1,2,1,47,0,0,2,2,3,2,34664,37611,36726,40985,40085,39354
21226,10000,1,2,1,38,1,2,2,0,0,0,4437,5355,6113,8012,8873,9229
21227,5.00E+05,1,2,1,33,0,0,0,0,0,0,26597,16573,19080,13860,15904,134584
21228,410000,1,1,1,41,0,0,0,0,0,0,396975,409780,383225,396283,274224,321787
21229,20000,1,2,2,49,0,0,0,0,0,0,19111,18936,18588,19260,1500,0
21230,2.00E+05,1,1,1,37,1,0,0,0,0,0,0,0,250,4188,1399,1196
21231,50000,1,1,2,32,0,0,0,0,0,0,49571,48765,49453,49827,48930,48748
21232,150000,1,1,1,44,0,0,0,0,0,0,4825,3003,6164,3370,7279,4445
21233,180000,1,1,1,49,0,0,2,2,0,0,1092,1733,1405,0,0,0
21234,80000,1,3,2,33,1,0,0,0,0,0,0,3495,500,0,0,0
21235,3.00E+05,1,2,2,34,0,0,0,0,0,0,50281,51441,54107,55111,56688,58272
21236,150000,1,1,2,36,2,2,2,0,0,0,167094,86193,0,0,0,0
21237,220000,1,3,1,48,1,0,0,0,0,0,0,0,0,0,0,0
21238,120000,1,2,2,35,0,0,0,0,0,0,90972,93452,95943,99340,101783,104929
21239,360000,1,1,2,43,0,0,0,0,0,0,59,4465,300,966,1730,0
21240,550000,1,5,1,37,0,0,0,0,0,0,452600,364447,318029,91903,91010,70045
21241,260000,1,1,2,39,3,2,0,0,0,0,235799,124838,116164,106976,96938,98502
21242,80000,1,3,1,45,0,0,2,0,0,0,8133,10978,10511,11529,12332,13128
21243,160000,1,1,1,48,1,0,0,0,0,0,0,0,0,0,0,0
21244,190000,1,2,1,48,0,0,0,0,0,0,6450,189102,189018,175871,157218,151618
21245,250000,1,1,1,44,0,0,0,2,0,0,3893,54673,8402,2765,6037,3561
21246,30000,1,3,2,37,0,0,0,0,0,0,22629,11332,12471,7985,13619,17997
21247,1.00E+05,1,2,2,37,2,2,2,2,2,2,24927,27689,26960,29504,30020,29995
21248,350000,1,1,1,35,0,0,0,2,0,2,15193,19734,5338,3042,2418,2233
21249,120000,1,3,1,45,0,0,0,0,0,0,24591,16160,225,3550,3550,3550
21250,350000,1,1,1,43,0,0,0,0,0,0,2878,0,850,7980,22703,2093
21251,340000,1,2,1,49,0,0,0,0,0,0,9983,43418,388126,358617,333690,302528
21252,360000,1,1,2,39,0,0,0,0,0,0,2758,1448,3740,0,0,0
21253,410000,1,2,1,47,0,0,0,0,0,0,40390,9760,9712,11756,4128,12424
21254,170000,1,2,1,42,0,0,0,0,0,0,162880,164824,132485,120267,117453,115778
21255,110000,1,2,2,38,0,0,0,0,0,0,95925,98331,100751,102496,80116,69391
21256,30000,1,3,2,51,0,0,0,0,0,2,24070,25358,26447,26946,28957,29408
21257,2.00E+05,1,2,1,54,0,0,0,0,0,0,41190,40921,17702,0,0,0
21258,250000,1,3,1,50,0,0,0,0,0,2,254893,258013,263493,268861,274444,290235
21259,240000,1,1,1,50,0,0,0,0,0,0,35117,17330,58422,54755,43605,26293
21260,210000,1,1,1,50,1,0,0,0,0,0,0,0,0,0,0,484
21261,30000,1,3,1,52,0,0,0,0,0,0,28541,28889,30050,29797,18464,12235
21262,30000,1,3,1,51,0,0,0,0,0,0,13386,13218,14453,15525,0,0
21263,40000,1,3,1,56,1,0,0,0,0,0,0,0,0,0,0,0
21264,50000,1,3,3,55,0,0,0,0,0,0,23498,22625,20197,19528,19520,17420
21265,50000,1,2,1,50,0,0,0,0,0,0,47053,11165,12186,13280,14055,14428
21266,20000,1,2,1,50,0,0,2,2,2,2,14123,16758,17494,16916,18135,17703
21267,20000,1,3,1,52,2,2,2,2,0,0,8145,10474,10000,0,0,0
21268,240000,1,2,1,51,0,0,0,0,0,0,98588,100545,102651,104749,106832,109062
21269,110000,1,3,2,52,0,0,0,2,0,0,56327,57106,58489,57800,57312,57188
21270,90000,1,2,2,52,0,0,0,0,0,0,86826,87186,87526,88924,88735,87521
21271,110000,1,1,1,52,0,0,0,0,0,0,82390,84024,84485,81057,43113,40805
21272,5.00E+05,1,1,1,50,0,0,0,0,0,0,350340,359289,366475,248288,253283,258707
21273,20000,1,2,1,54,0,0,0,0,0,0,18398,19014,17836,19410,18512,14483
21274,70000,1,3,1,50,2,2,2,2,2,2,41087,42109,43135,43924,44700,45634
21275,50000,1,3,2,51,1,0,0,0,0,0,0,0,0,0,0,0
21276,120000,1,3,1,53,0,0,2,2,2,2,88702,101498,104480,105280,106149,108381
21277,50000,1,2,1,60,0,0,0,0,0,0,46344,41162,25245,25955,26470,27025
21278,20000,1,2,1,50,0,0,0,0,0,2,5519,6620,7556,8570,10020,9715
21279,30000,1,2,2,51,0,0,0,0,0,0,29628,29253,28342,28282,30118,24584
21280,290000,1,3,1,61,0,0,0,0,0,0,281967,288456,296084,218399,200461,204637
21281,80000,1,2,1,61,0,0,0,0,0,0,81647,65470,73855,41003,29690,27596
21282,110000,1,2,1,50,0,0,0,0,0,0,110406,109550,109921,67212,49120,49772
21283,190000,1,3,2,54,0,0,0,0,0,0,142032,40883,42835,31982,36329,26964
21284,50000,1,1,2,48,0,0,0,0,0,0,56672,53540,53321,49263,29063,26644
21285,50000,1,3,1,51,0,0,0,0,2,2,38302,39299,40703,44350,43517,46821
21286,20000,1,3,1,52,2,0,0,0,0,0,16290,17301,19012,19959,19962,19988
21287,110000,1,3,1,57,0,0,0,0,0,0,390,390,390,390,390,390
21288,350000,1,2,1,50,0,0,0,0,0,0,83134,84087,86492,91898,189555,192627
21289,60000,1,3,1,52,0,0,0,0,0,0,57470,58713,60251,57251,27896,28499
21290,20000,1,3,2,59,2,2,2,2,0,0,7451,5119,5546,6302,7193,8075
21291,430000,1,1,1,51,0,0,0,0,0,0,4704,9714,13247,27555,17389,2919
21292,260000,1,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0
21293,140000,1,2,1,52,1,2,0,0,2,0,31511,30705,31809,34374,33522,34481
21294,360000,1,1,1,50,0,0,0,0,0,0,1858,0,0,3000,0,0
