ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT1
25589,80000,2,2,1,37,69767
25590,360000,2,2,1,37,5748
25591,130000,2,2,1,42,130623
25592,5.00E+05,2,1,2,35,2398
25593,360000,2,2,1,47,93431
25594,120000,2,3,1,38,118016
25595,150000,2,2,2,36,80321
25596,120000,2,2,1,37,18486
25597,190000,2,1,3,35,111776
25598,230000,2,3,1,43,416
25599,50000,2,3,3,43,45807
25600,20000,2,3,2,45,390
25601,1.00E+05,2,3,1,38,16618
25602,2.00E+05,2,5,3,40,225480
25603,160000,2,2,2,38,133017
25604,160000,2,1,2,32,162
25605,50000,2,3,1,39,31063
25606,1.00E+05,2,1,2,26,0
25607,420000,2,1,1,44,35545
25608,5.00E+05,2,2,1,38,250
25609,360000,2,1,1,41,0
25610,190000,2,1,2,28,0
25611,120000,2,2,2,32,40420
25612,3.00E+05,2,2,1,33,16260
25613,50000,2,2,2,31,44325
25614,290000,2,1,2,29,98709
25615,240000,2,2,2,29,92076
25616,120000,2,2,1,28,103676
25617,150000,2,2,2,30,146432
25618,270000,2,1,2,31,173
25619,310000,2,1,2,31,9108
25620,20000,2,2,1,42,6336
25621,70000,2,1,2,29,66330
25622,290000,2,2,1,29,20593
25623,120000,2,2,2,38,652
25624,140000,2,3,1,48,143650
25625,220000,2,1,1,43,64792
25626,240000,2,1,2,28,192551
25627,320000,2,2,1,30,91029
25628,50000,2,2,1,30,25422
25629,1.00E+05,2,1,1,30,43717
25630,70000,2,2,2,30,14232
25631,230000,2,1,2,30,64062
25632,120000,2,2,2,30,5713
25633,350000,2,1,2,31,314747
25634,70000,2,1,2,34,43357
25635,50000,2,3,1,31,39072
25636,150000,2,1,2,32,1999
25637,410000,2,3,1,34,2347
25638,410000,2,1,2,34,43719
25639,4.00E+05,2,1,2,35,4238
25640,50000,2,2,1,34,26149
25641,390000,2,1,1,39,40439
25642,360000,2,1,2,36,4279
25643,30000,2,2,1,36,326
25644,3.00E+05,2,2,2,42,0
25645,170000,2,1,1,44,754
25646,40000,2,2,2,44,35515
25647,430000,2,1,2,38,41092
25648,130000,2,2,1,47,2317
25649,450000,2,2,1,42,7669
25650,90000,2,1,2,29,91643
25651,190000,2,1,1,43,1675
25652,210000,2,1,2,38,13744
25653,20000,2,2,1,43,16510
25654,2.00E+05,2,1,1,36,0
25655,160000,2,1,2,29,0
25656,220000,2,2,2,30,152514
25657,230000,2,1,2,31,2274
25658,290000,2,1,2,32,1485
25659,360000,2,1,2,33,20376
25660,160000,2,2,1,33,9765
25661,240000,2,2,1,34,0
25662,260000,2,2,1,35,4539
25663,1.00E+05,2,2,1,34,14815
25664,70000,2,3,1,42,22068
25665,170000,2,2,2,25,57198
25666,40000,2,2,2,26,28991
25667,80000,2,2,1,47,78849
25668,30000,2,1,2,25,29668
25669,140000,2,1,2,25,0
25670,230000,2,2,1,27,24739
25671,2.00E+05,2,2,1,39,35465
25672,4.00E+05,2,1,1,35,4689
25673,170000,2,2,1,38,136768
25674,270000,2,3,1,43,2769
25675,30000,2,2,1,39,4042
25676,2.00E+05,2,2,2,46,0
25677,280000,2,1,2,31,103
25678,420000,2,2,2,32,476396
25679,30000,2,3,1,43,30346
25680,180000,2,2,1,41,110856
25681,290000,2,2,1,31,284583
25682,20000,2,2,2,32,11389
25683,5.00E+05,2,3,1,38,0
25684,340000,2,2,1,42,226644
25685,270000,2,2,1,39,85827
25686,150000,2,3,1,41,0
25687,40000,2,2,2,33,1860
25688,360000,2,1,2,34,6276
25689,5.00E+05,2,2,1,34,144774
25690,280000,2,2,2,47,12477
25691,50000,2,2,2,43,43051
25692,330000,2,1,2,42,565
25693,360000,2,3,2,46,15219
25694,340000,2,3,1,40,194380
25695,5.00E+05,2,1,2,26,1419
25696,270000,2,1,2,34,67544
25697,120000,2,3,1,40,102400
25698,140000,2,2,1,39,567
25699,2.00E+05,2,2,2,27,6369
25700,50000,2,3,1,45,20080
25701,220000,2,1,2,28,55477
25702,80000,2,1,2,43,80958
25703,2.00E+05,2,3,0,45,399
25704,20000,2,1,2,29,0
25705,260000,2,1,2,29,792
25706,430000,2,1,2,29,111409
25707,360000,2,1,1,39,21421
25708,5.00E+05,2,1,2,30,16558
25709,50000,2,3,1,45,49768
25710,50000,2,2,1,47,46170
25711,360000,2,1,2,35,0
25712,10000,2,3,2,36,3671
25713,220000,2,1,2,32,0
25714,110000,2,2,2,33,103195
25715,290000,2,2,2,34,284150
25716,110000,2,2,1,35,28969
25717,120000,2,2,2,40,0
25718,140000,2,2,1,46,82497
25719,5.00E+05,2,2,1,38,242546
25720,360000,2,1,1,45,3401
25721,280000,2,2,1,44,390
25722,220000,2,2,2,38,22145
25723,210000,2,2,1,30,158805
25724,170000,2,1,2,38,822
25725,50000,2,1,2,23,15213
25726,3.00E+05,2,1,1,34,74917
25727,160000,2,1,2,30,2000
25728,320000,2,2,2,26,303926
25729,280000,2,3,1,37,199046
25730,290000,2,1,2,31,41879
25731,20000,2,3,2,41,19080
25732,80000,2,3,1,37,47751
25733,2.00E+05,2,3,1,47,0
25734,270000,2,1,2,29,990
25735,2.00E+05,2,1,1,46,10687
25736,130000,2,2,1,39,125816
25737,30000,2,2,2,35,25368
25738,60000,2,2,1,29,1033
25739,180000,2,1,2,34,85129
25740,90000,2,2,1,45,45820
25741,430000,2,1,1,43,30000
25742,30000,2,2,1,37,27672
25743,190000,2,2,2,40,182923
25744,240000,2,1,2,31,179483
25745,240000,2,1,1,33,2193
25746,240000,2,2,1,38,32981
25747,160000,2,2,1,41,0
25748,110000,2,2,1,28,96131
25749,360000,2,1,2,30,13861
25750,130000,2,3,1,43,126965
25751,30000,2,2,1,38,2433
25752,370000,2,1,2,30,17004
25753,120000,2,3,2,31,122806
25754,1.00E+05,2,2,2,31,0
25755,80000,2,5,2,33,5833
25756,120000,2,2,1,30,101596
25757,290000,2,2,1,33,149495
25758,150000,2,3,2,35,145063
25759,270000,2,2,1,28,322249
25760,20000,2,2,2,29,17648
25761,360000,2,1,1,31,0
25762,320000,2,1,2,30,633
25763,260000,2,1,1,31,33142
25764,320000,2,1,1,38,2500
25765,360000,2,1,2,32,272112
25766,190000,2,1,2,40,991
25767,330000,2,1,1,31,132514
25768,90000,2,2,1,33,27180
25769,240000,2,1,1,41,102488
25770,280000,2,1,2,30,8010
25771,360000,2,1,2,31,19847
25772,350000,2,1,1,33,82964
25773,420000,2,2,1,33,52018
25774,280000,2,2,2,42,272190
25775,70000,2,2,1,44,79346
25776,140000,2,1,2,32,131540
25777,60000,2,2,2,31,57092
25778,110000,2,2,1,33,84880
25779,3.00E+05,2,2,1,46,0
25780,80000,2,3,2,41,78069
25781,2.00E+05,2,2,1,32,10701
25782,450000,2,2,2,42,182
25783,140000,2,3,2,43,141036
25784,150000,2,1,2,37,20224
25785,80000,2,2,1,31,115293
25786,2.00E+05,2,2,1,35,3023
25787,360000,2,2,1,44,0
25788,160000,2,2,1,37,45966
25789,2.00E+05,2,1,2,33,9099
25790,150000,2,1,1,35,3003
25791,50000,2,2,2,38,390
25792,360000,2,2,1,45,222505
25793,5.00E+05,2,1,1,32,93174
25794,220000,2,1,1,31,218796
25795,220000,2,2,2,37,2662
25796,80000,2,2,1,45,77995
25797,2.00E+05,2,2,2,38,3000
25798,1.00E+05,2,1,2,38,37566
25799,260000,2,1,1,32,0
25800,3.00E+05,2,5,2,37,0
25801,160000,2,3,1,44,390
25802,50000,2,2,2,35,50521
25803,150000,2,3,2,38,3060
25804,70000,2,1,2,27,72227
25805,80000,2,2,2,27,66203
25806,1.00E+05,2,1,2,28,0
25807,150000,2,2,2,30,69955
25808,340000,2,2,3,35,132
25809,210000,2,3,1,39,26624
25810,240000,2,1,2,28,5623
25811,250000,2,1,2,35,964
25812,2.00E+05,2,1,1,38,15099
25813,50000,2,1,1,36,47317
25814,450000,2,1,2,35,7256
25815,2.00E+05,2,1,1,38,13311
25816,350000,2,2,1,47,97500
25817,2.00E+05,2,1,2,45,2377
25818,530000,2,2,1,44,562326
25819,60000,2,3,1,45,62396
25820,280000,2,1,2,30,2946
25821,210000,2,1,1,34,157907
25822,210000,2,1,2,34,3824
25823,420000,2,2,1,46,254275
25824,80000,2,2,2,45,2574
25825,170000,2,1,1,31,6832
25826,80000,2,2,2,35,48725
25827,510000,2,2,1,38,95589
25828,110000,2,2,1,31,109814
25829,10000,2,2,2,31,10154
25830,3.00E+05,2,1,2,32,0
25831,60000,2,2,1,32,61291
25832,2.00E+05,2,2,2,33,194283
25833,230000,2,2,1,35,7035
25834,5.00E+05,2,1,2,45,0
25835,50000,2,2,2,47,43439
25836,280000,2,2,1,45,159633
25837,170000,2,2,1,31,102477
25838,60000,2,2,2,31,57880
25839,210000,2,1,2,32,0
25840,70000,2,3,2,42,69362
25841,3.00E+05,2,3,1,37,43459
25842,330000,2,1,2,31,37426
25843,2.00E+05,2,2,2,49,80528
25844,170000,2,5,1,33,143805
25845,20000,2,2,1,48,0
25846,230000,2,2,1,45,416
25847,80000,2,2,1,27,80658
25848,320000,2,4,3,32,1145
25849,230000,2,2,1,35,160560
25850,80000,2,2,2,38,390
25851,3.00E+05,2,3,1,32,0
25852,1.00E+05,2,3,1,43,100304
25853,370000,2,2,1,47,1289
25854,2.00E+05,2,2,2,37,4037
25855,130000,2,1,2,30,5002
25856,50000,2,2,1,42,38516
25857,3.00E+05,2,2,2,35,86574
25858,5.00E+05,2,1,1,44,111937
25859,140000,2,2,1,37,326
25860,20000,2,2,1,44,16231
25861,270000,2,1,1,44,0
25862,150000,2,2,1,35,216793
25863,70000,2,1,1,45,116630
25864,120000,2,1,1,46,28675
25865,20000,2,2,2,39,20885
25866,260000,2,1,1,34,136914
25867,160000,2,1,1,35,0
25868,50000,2,2,1,45,48153
25869,350000,2,2,1,39,0
25870,510000,2,1,2,40,477094
25871,250000,2,1,1,38,6352
25872,80000,2,2,1,36,4233
25873,180000,2,2,2,33,4160
25874,60000,2,2,3,39,58574
25875,170000,2,1,1,35,131909
25876,2.00E+05,2,1,1,39,100239
25877,210000,2,1,1,31,31808
25878,2.00E+05,2,1,2,47,30177
25879,2.00E+05,2,2,2,34,71817
25880,2.00E+05,2,2,1,32,11191
25881,240000,2,2,1,29,21909
25882,450000,2,2,2,34,3752
25883,80000,2,2,1,26,78872
25884,430000,2,2,2,33,191520
25885,30000,2,3,1,40,16457
25886,290000,2,2,1,30,284054
25887,40000,2,2,2,37,7613
25888,170000,2,3,1,37,155379
25889,130000,2,1,2,26,13700
25890,360000,2,2,2,27,13102
25891,360000,2,3,1,30,0
25892,180000,2,3,1,45,396
25893,210000,2,2,2,28,26770
25894,260000,2,2,2,35,0
25895,2.00E+05,2,2,1,33,0
25896,340000,2,1,2,31,112119
25897,2.00E+05,2,1,1,37,3135
25898,360000,2,2,1,35,360996
25899,90000,2,2,2,32,86076
25900,40000,2,3,1,34,32052
25901,5.00E+05,2,2,2,28,234957
25902,240000,2,2,1,36,232031
25903,440000,2,1,2,33,304
25904,50000,2,2,1,33,44052
25905,180000,2,2,2,28,172850
25906,30000,2,2,1,35,25485
25907,60000,2,1,2,29,39553
25908,150000,2,3,1,29,8902
25909,80000,2,2,1,32,5988
25910,290000,2,1,1,34,0
25911,220000,2,2,1,40,21920
25912,50000,2,1,2,34,1884
25913,80000,2,3,1,48,66321
25914,4.00E+05,2,1,2,37,6914
25915,150000,2,1,1,33,0
25916,250000,2,1,2,34,212681
25917,120000,2,2,1,34,1800
25918,3.00E+05,2,1,2,28,16094
25919,5.00E+05,2,2,2,39,24893
25920,240000,2,2,2,36,1000
25921,240000,2,2,2,29,17570
25922,30000,2,2,2,39,2416
25923,90000,2,1,2,29,0
25924,60000,2,1,2,31,2631
25925,60000,2,2,2,41,16194
25926,230000,2,1,2,41,177
25927,290000,2,1,1,40,192432
25928,430000,2,1,2,42,9777
25929,230000,2,2,1,39,0
25930,140000,2,3,1,48,0
25931,210000,2,2,2,30,215842
25932,390000,2,2,2,36,112528
25933,320000,2,1,1,35,6793
25934,50000,2,2,1,44,26587
25935,1.00E+05,2,1,2,30,41150
25936,260000,2,3,1,40,0
25937,260000,2,1,1,30,0
25938,1.00E+05,2,1,2,30,77388
25939,340000,2,2,1,37,36006
25940,150000,2,2,1,36,113368
25941,360000,2,2,2,30,7410
25942,210000,2,2,1,34,25650
25943,2.00E+05,2,1,1,33,1076
25944,310000,2,1,1,41,20876
25945,260000,2,1,1,32,1009
25946,210000,2,2,2,41,0
25947,330000,2,2,2,39,8872
25948,430000,2,2,2,29,2548
25949,450000,2,1,2,32,46437
25950,150000,2,2,1,32,3000
25951,410000,2,3,1,32,388
25952,90000,2,2,1,48,43810
25953,280000,2,1,1,36,17951
25954,150000,2,1,1,45,5423
25955,2.00E+05,2,1,1,42,2374
25956,150000,2,2,1,42,15878
25957,140000,2,1,2,40,143478
25958,260000,2,1,1,29,71864
25959,160000,2,2,2,30,151620
25960,310000,2,1,1,45,91532
25961,80000,2,3,1,47,390
25962,150000,2,3,1,38,146057
25963,330000,2,1,1,31,22285
25964,180000,2,1,2,30,1490
25965,120000,2,1,2,29,6385
25966,150000,2,4,2,30,3826
25967,2.00E+05,2,1,2,35,65503
25968,170000,2,2,2,37,0
25969,50000,2,2,3,45,44797
25970,80000,2,2,1,41,264
25971,20000,2,3,2,31,1550
25972,360000,2,2,1,31,350752
25973,2.00E+05,2,1,2,31,0
25974,50000,2,2,1,33,39554
25975,70000,2,2,1,33,56778
25976,3.00E+05,2,2,2,34,297890
25977,20000,2,3,2,45,14381
25978,170000,2,1,2,40,0
25979,180000,2,4,1,44,151538
25980,2.00E+05,2,1,2,38,0
25981,320000,2,2,1,44,0
25982,180000,2,3,2,45,76942
25983,60000,2,2,1,40,60211
25984,360000,2,3,1,40,44518
25985,30000,2,2,2,46,19495
25986,130000,2,2,1,35,105976
25987,80000,2,2,1,35,0
25988,230000,2,2,1,40,44948
25989,210000,2,2,1,36,4879
25990,270000,2,3,1,35,60227
25991,280000,2,2,2,37,213581
25992,50000,2,2,1,36,30803
25993,360000,2,2,1,38,0
25994,470000,2,1,1,37,0
25995,230000,2,1,1,42,6087
25996,80000,2,2,1,47,80019
25997,2.00E+05,2,1,2,29,3215
25998,2.00E+05,2,2,1,32,166428
25999,50000,2,3,2,30,48134
26000,20000,2,2,1,33,10001
26001,50000,2,2,1,41,22824
26002,110000,2,2,1,31,832
26003,280000,2,2,2,46,29523
26004,160000,2,1,2,32,9441
26005,320000,2,2,1,35,2276
26006,3.00E+05,2,1,2,30,452
26007,3.00E+05,2,2,2,30,133115
26008,1.00E+05,2,2,2,31,99259
26009,1.00E+05,2,2,1,39,1884
26010,110000,2,2,1,33,15605
26011,4.00E+05,2,2,1,39,52306
26012,20000,2,2,1,35,15284
26013,50000,2,1,2,27,12250
26014,310000,2,1,2,28,269832
26015,80000,2,2,2,44,75901
26016,120000,2,3,1,43,116032
26017,2.00E+05,2,1,1,39,11399
26018,1.00E+05,2,2,1,44,9242
26019,210000,2,2,2,37,206157
26020,60000,2,1,1,33,14932
26021,130000,2,2,1,38,929
26022,150000,2,3,2,33,1879
26023,220000,2,2,1,44,195375
26024,140000,2,2,1,40,98221
26025,50000,2,2,2,31,77962
26026,90000,2,3,1,41,2833
26027,5.00E+05,2,1,2,37,20181
26028,3.00E+05,2,3,1,28,390
26029,260000,2,1,1,40,63273
26030,130000,2,3,1,42,2551
26031,2.00E+05,2,1,2,28,6023
26032,290000,2,2,2,29,7324
26033,650000,2,1,2,29,21289
26034,230000,2,1,2,27,11406
26035,230000,2,1,1,30,63064
26036,2.00E+05,2,2,2,31,203265
26037,4.00E+05,2,2,2,32,234779
26038,490000,2,2,1,30,195330
26039,360000,2,1,2,30,0
26040,230000,2,1,2,33,5869
26041,290000,2,2,2,34,285484
26042,2.00E+05,2,1,2,34,0
26043,360000,2,2,1,34,42720
26044,10000,2,3,1,42,7587
26045,180000,2,2,2,33,11281
26046,230000,2,3,1,47,6200
26047,340000,2,1,2,35,732
26048,170000,2,3,1,44,150692
26049,50000,2,3,2,42,48926
26050,170000,2,2,1,37,168719
26051,160000,2,2,1,49,16982
26052,280000,2,3,1,46,100858
26053,140000,2,2,2,38,135034
26054,520000,2,1,1,43,146124
26055,140000,2,2,2,29,25973
26056,130000,2,1,2,26,1016
26057,1.00E+05,2,1,2,27,58127
26058,50000,2,3,1,27,11275
26059,130000,2,2,2,27,0
26060,2.00E+05,2,1,1,39,25149
26061,280000,2,1,2,28,5432
26062,240000,2,1,2,29,28438
26063,90000,2,1,1,29,42815
26064,250000,2,1,2,29,98925
26065,210000,2,1,2,29,1383
26066,90000,2,2,1,30,0
26067,180000,2,5,2,30,0
26068,5.00E+05,2,5,1,32,139255
26069,240000,2,1,1,32,6101
26070,50000,2,2,2,31,21704
26071,4.00E+05,2,1,2,32,46782
26072,230000,2,1,2,33,4213
26073,4.00E+05,2,3,2,31,79403
26074,80000,2,2,1,35,0
26075,160000,2,2,2,37,7596
26076,430000,2,1,1,38,0
26077,90000,2,2,1,34,8021
26078,80000,2,3,1,35,63436
26079,210000,2,2,2,36,0
26080,310000,2,2,1,46,53474
26081,5.00E+05,2,2,1,39,11712
26082,70000,2,3,2,38,34240
26083,20000,2,2,1,36,16161
26084,210000,2,2,1,44,0
26085,170000,2,3,1,40,166305
26086,390000,2,1,2,38,4989
26087,320000,2,2,1,43,520651
26088,50000,2,2,1,37,38418
26089,1.00E+05,2,3,1,36,100281
26090,220000,2,1,1,39,2342
26091,3.00E+05,2,1,1,38,15230
26092,160000,2,2,1,40,6102
26093,2.00E+05,2,3,1,45,54721
26094,240000,2,1,1,43,7994
26095,90000,2,1,2,27,28206
26096,50000,2,2,1,46,4640
26097,210000,2,1,1,46,0
26098,290000,2,2,1,33,11303
26099,160000,2,2,2,37,144255
26100,2.00E+05,2,1,1,31,11715
26101,260000,2,2,1,37,182249
26102,30000,2,3,1,47,27380
26103,230000,2,2,2,36,140
26104,220000,2,3,2,39,209596
26105,140000,2,1,2,27,2116
26106,80000,2,2,1,38,43170
26107,450000,2,1,1,49,0
26108,160000,2,2,1,45,106643
26109,1.00E+05,2,1,1,27,77346
26110,250000,2,2,1,39,9690
26111,80000,2,2,1,38,0
26112,180000,2,1,2,35,7210
26113,720000,2,2,2,38,5065
26114,180000,2,2,1,27,3063
26115,230000,2,1,1,32,2774
26116,2.00E+05,2,2,2,32,0
26117,80000,2,2,1,36,77998
26118,1.00E+05,2,2,1,30,100037
26119,2.00E+05,2,1,2,30,38540
26120,2.00E+05,2,3,1,32,132436
26121,50000,2,2,1,30,42326
26122,380000,2,1,1,36,3744
26123,250000,2,2,1,41,214301
26124,220000,2,2,2,47,1526
26125,70000,2,2,2,33,62209
26126,10000,2,2,1,40,9135
26127,60000,2,2,2,35,21770
26128,2.00E+05,2,3,1,44,0
26129,2.00E+05,2,2,1,30,25874
26130,3.00E+05,2,1,2,48,0
26131,260000,2,3,2,36,146033
26132,130000,2,3,1,44,994
26133,30000,2,2,1,29,26844
26134,170000,2,1,1,30,165637
26135,210000,2,2,1,29,3814
26136,50000,2,3,2,44,43828
26137,6.00E+05,2,1,2,36,53838
26138,180000,2,3,1,37,165369
26139,1.00E+05,2,1,2,29,57214
26140,210000,2,1,1,46,4065
26141,150000,2,2,1,37,2897
26142,360000,2,3,2,30,11816
26143,330000,2,1,1,32,155927
26144,3.00E+05,2,2,2,43,499
26145,250000,2,1,2,42,30471
26146,230000,2,2,1,48,344458
26147,20000,2,3,2,47,3133
26148,210000,2,1,1,35,2020
26149,80000,2,2,2,36,82177
26150,250000,2,1,2,39,12368
26151,50000,2,2,1,34,47904
26152,2.00E+05,2,5,1,42,149351
26153,290000,2,3,2,35,159165
26154,310000,2,3,1,43,6974
26155,270000,2,1,2,28,118198
26156,2.00E+05,2,1,2,33,285
26157,290000,2,2,1,32,169108
26158,220000,2,2,2,29,131598
26159,5.00E+05,2,1,1,35,3290
26160,370000,2,3,2,31,2804
26161,1.00E+05,2,2,1,44,0
26162,210000,2,1,1,44,112817
26163,310000,2,3,2,38,0
26164,2.00E+05,2,2,1,27,157222
26165,110000,2,1,2,28,101138
26166,130000,2,2,1,30,38967
26167,130000,2,1,2,34,66803
26168,80000,2,2,1,35,78317
26169,30000,2,1,1,47,24895
26170,50000,2,1,1,39,0
26171,160000,2,2,1,30,164082
26172,80000,2,2,1,45,67142
26173,1.00E+05,2,2,2,37,390
26174,10000,2,2,2,46,1526
26175,90000,2,2,1,30,414
26176,360000,2,2,1,38,41922
26177,670000,2,1,1,43,55893
26178,150000,2,3,2,28,0
26179,150000,2,1,2,28,12799
26180,230000,2,1,1,35,22909
26181,230000,2,2,1,30,6294
26182,120000,2,2,2,33,135770
26183,170000,2,1,1,33,1554
26184,2.00E+05,2,2,1,35,59466
26185,450000,2,2,1,38,390
26186,2.00E+05,2,1,2,32,4640
26187,310000,2,2,1,33,73095
26188,50000,2,1,2,30,0
26189,140000,2,2,1,36,430
26190,250000,2,1,2,37,1291
26191,310000,2,1,2,31,175357
26192,80000,2,1,2,31,68613
26193,2.00E+05,2,2,1,29,8350
26194,90000,2,3,1,47,84195
26195,160000,2,3,1,45,2869
26196,180000,2,1,2,27,0
26197,310000,2,2,1,33,86513
26198,280000,2,4,2,29,4567
26199,90000,2,2,2,43,17503
26200,210000,2,2,2,39,193976
26201,2.00E+05,2,1,2,27,134
26202,70000,2,2,1,48,20744
26203,320000,2,2,2,31,3615
26204,210000,2,1,2,33,1723
26205,130000,2,1,2,27,36487
26206,80000,2,2,1,27,390
26207,370000,2,2,1,47,1859
26208,180000,2,3,1,36,8911
26209,310000,2,1,1,43,66140
26210,280000,2,2,2,27,0
26211,150000,2,2,1,27,1108
26212,180000,2,1,1,29,36537
26213,140000,2,1,2,31,7695
26214,430000,2,1,2,34,180
26215,360000,2,1,2,37,268
26216,240000,2,1,1,42,2108
26217,140000,2,2,2,30,3043
26218,2.00E+05,2,1,1,34,860
26219,80000,2,2,1,37,81218
26220,1.00E+05,2,2,2,38,96707
26221,210000,2,1,1,40,316
26222,250000,2,2,1,37,0
26223,50000,2,3,1,38,50312
26224,4.00E+05,2,1,1,28,8716
26225,150000,2,2,2,37,6039
26226,280000,2,2,2,39,123997
26227,1.00E+05,2,2,1,29,0
26228,610000,2,1,2,38,608594
26229,120000,2,2,2,30,121280
26230,180000,2,2,2,44,23611
26231,270000,2,3,1,47,123
26232,110000,2,3,1,36,114097
26233,90000,2,3,1,40,90483
26234,120000,2,1,2,48,96183
26235,50000,2,3,1,35,48115
26236,160000,2,3,2,32,1375
26237,5.00E+05,2,2,1,48,79640
26238,440000,2,2,2,28,412962
26239,330000,2,2,1,31,1732
26240,2.00E+05,2,2,2,33,64932
26241,250000,2,2,2,33,147934
26242,140000,2,2,1,37,58081
26243,260000,2,1,1,36,203755
26244,60000,2,1,1,45,58360
26245,5.00E+05,2,1,1,37,501369
26246,130000,2,2,2,30,114838
26247,80000,2,2,1,30,69942
26248,150000,2,2,2,44,37050
26249,120000,2,1,1,31,1680
26250,90000,2,1,2,31,0
26251,210000,2,1,0,31,1332
26252,280000,2,1,1,45,26573
26253,240000,2,1,2,28,1981
26254,230000,2,2,2,29,0
26255,30000,2,2,1,29,28620
26256,60000,2,2,1,29,63578
26257,360000,2,1,1,30,13395
26258,90000,2,1,2,33,55937
26259,180000,2,1,1,33,4520
26260,10000,2,3,1,33,0
26261,210000,2,1,1,34,2501
26262,30000,2,1,1,34,3275
26263,2.00E+05,2,1,2,34,8177
26264,90000,2,2,1,32,88729
26265,50000,2,3,1,44,45858
26266,30000,2,2,1,46,26840
26267,220000,2,1,2,35,5564
26268,5.00E+05,2,2,1,46,16400
26269,60000,2,3,1,47,33867
26270,110000,2,2,1,41,104740
26271,360000,2,3,1,43,4392
26272,30000,2,3,2,42,26300
26273,3.00E+05,2,2,1,38,0
26274,490000,2,1,1,36,1886
26275,210000,2,1,1,36,1630
26276,280000,2,1,1,37,733
26277,60000,2,2,1,36,1577
26278,490000,2,2,1,38,0
26279,50000,2,3,1,45,4151
26280,2.00E+05,2,2,1,35,0
26281,70000,2,1,2,43,56994
26282,260000,2,2,2,29,16496
26283,460000,2,2,1,40,133102
26284,2.00E+05,2,3,1,41,3000
26285,320000,2,2,1,42,8144
26286,230000,2,3,3,48,41134
26287,350000,2,1,1,30,43548
26288,230000,2,1,1,31,15704
26289,20000,2,3,2,47,16289
26290,230000,2,2,1,43,41435
26291,80000,2,2,1,35,15234
26292,110000,2,2,1,40,93466
26293,360000,2,1,1,30,323
26294,80000,2,2,2,34,0
26295,350000,2,2,1,35,439
26296,70000,2,2,1,47,136809
26297,360000,2,3,2,29,4887
26298,240000,2,1,1,32,209368
26299,80000,2,2,2,34,64553
26300,140000,2,2,2,29,62023
26301,50000,2,1,2,33,60679
26302,130000,2,3,2,35,3929
26303,160000,2,2,2,44,118809
26304,160000,2,2,1,42,346
26305,90000,2,1,2,29,8927
26306,50000,2,2,1,42,41077
26307,210000,2,1,2,29,871
26308,20000,2,1,2,29,15037
26309,2.00E+05,2,1,2,29,3540
26310,230000,2,1,1,31,623
26311,150000,2,3,1,43,0
26312,210000,2,2,2,28,0
26313,290000,2,1,1,33,0
26314,260000,2,3,1,34,118706
26315,20000,2,2,1,29,9665
26316,180000,2,3,1,47,3735
26317,1.00E+05,2,6,1,29,99302
26318,280000,2,2,1,38,236583
26319,1.00E+05,2,2,1,41,0
26320,1.00E+05,2,2,1,35,3835
26321,30000,2,1,2,30,4480
26322,160000,2,2,1,44,1224
26323,360000,2,1,2,36,308711
26324,450000,2,1,2,36,1866
26325,380000,2,1,2,40,4366
26326,120000,2,2,1,42,0
26327,160000,2,1,1,47,89006
26328,50000,2,1,2,33,25123
26329,170000,2,2,2,34,85235
26330,350000,2,2,2,34,0
26331,180000,2,2,1,48,0
26332,1.00E+05,2,1,1,38,68916
26333,50000,2,1,2,26,4041
26334,180000,2,1,2,30,50055
26335,150000,2,1,2,31,0
26336,3.00E+05,2,1,2,32,880
26337,350000,2,1,2,33,303949
26338,260000,2,2,1,42,35215
26339,2.00E+05,2,2,2,27,7886
26340,240000,2,2,1,27,133348
26341,150000,2,1,2,26,65421
26342,290000,2,2,2,26,18125
26343,140000,2,2,2,27,127464
26344,130000,2,1,2,29,0
26345,180000,2,1,1,29,0
26346,2.00E+05,2,1,2,29,2116
26347,230000,2,1,1,28,207128
26348,240000,2,2,2,28,294180
26349,170000,2,1,2,31,757
26350,120000,2,3,2,31,396
26351,240000,2,1,2,31,6887
26352,90000,2,2,1,31,12045
26353,3.00E+05,2,2,2,30,850
26354,70000,2,3,2,30,71521
26355,1.00E+05,2,2,2,30,2419
26356,110000,2,3,1,31,22396
26357,180000,2,2,1,33,165839
26358,5.00E+05,2,1,2,32,422713
26359,80000,2,3,1,32,26856
26360,280000,2,1,2,32,5855
26361,280000,2,1,2,33,2533
26362,120000,2,1,1,35,525
26363,90000,2,2,1,35,5488
26364,170000,2,2,2,34,3105
26365,50000,2,2,2,34,31673
26366,50000,2,3,1,34,390
26367,230000,2,1,2,38,217578
26368,180000,2,2,3,48,860
26369,40000,2,3,2,43,26449
26370,360000,2,2,2,42,24081
26371,360000,2,2,1,47,0
26372,170000,2,1,1,45,166388
26373,20000,2,3,1,35,17056
26374,240000,2,2,1,43,54
26375,1.00E+05,2,1,1,39,2998
26376,1.00E+05,2,1,1,43,0
26377,110000,2,2,2,40,111720
26378,420000,2,2,1,37,101987
26379,180000,2,2,1,34,93155
26380,240000,2,2,1,37,0
26381,210000,2,2,1,41,13340
26382,30000,2,3,1,43,10330
26383,210000,2,2,1,44,36612
26384,320000,2,1,2,30,10283
26385,220000,2,3,1,38,120622
26386,240000,2,1,2,29,1530
